"","spotify_id","name","followers","genres"
"402","3KV3p5EY4AvKxOlhGHORLg","Jeremih",5902838,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
"403","3QSQFmccmX81fWCUSPTS7y","Dean Lewis",2168489,"['australian pop', 'pop', 'uk pop']"
"404","5cj0lLjcoR7YOSnhnX0Po5","Doja Cat",21779281,"['dance pop', 'pop']"
"405","7cYEt1pqMgXJdq00hAwVpT","Chase Atlantic",3655974,"['pop']"
"406","2ysnwxxNtSgbb9t1m2Ur4j","George Ezra",3787113,"['folk-pop', 'neo-singer-songwriter']"
"407","7DuTB6wdzqFJGFLSH17k8e","Bhad Bhabie",3029382,"['pop', 'rap', 'social media pop', 'trap queen', 'viral rap']"
"408","2qAwMsiIjTzlmfAkXKvhVA","Armani White",92740,"['indie hip hop']"
"409","1iNqsUDUraNWrj00bqssQG","Dreamville",457507,"['hip hop', 'rap']"
"410","20gsENnposVs2I4rQ5kvrf","Sam Feldt",708920,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']"
"411","53KwLdlmrlCelAZMaLVZqU","James Blake",1274581,"['indie r&b', 'indie soul', 'uk alternative pop', 'uk pop']"
"412","7i9j813KFoSBMldGqlh2Z1","Riton",103090,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']"
"413","2ySHS7UojGu20XfUPaBlyu","Devin Dawson",190695,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
"414","5MouCg6ta7zAxsfMEbc1uh","OMI",599393,"['dance pop']"
"415","1h6Cn3P4NGzXbaXidqURXs","Swedish House Mafia",3597342,"['edm', 'pop', 'pop dance', 'progressive electro house']"
"416","5Mq7iqCWBzofK39FBqblNc","Jessie Ware",673379,"['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop soul', 'tropical house', 'uk pop']"
"417","6FugQjLquBF4JzATRN70bR","Yot Club",212043,"['bedroom pop', 'indie pop']"
"418","7gAppWoH7pcYmphCVTXkzs","The Vamps",5348800,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
"419","56ZTgzPBDge0OvCGgMO3OY","Beach House",1613195,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']"
"420","41X1TR6hrK8Q2ZCpp2EqCz","bbno$",1103591,"['canadian hip hop', 'dark trap', 'vapor trap']"
"421","5YkBrE0wF8cAlq3GCOw5Eu","Best Coast",308395,"['indie pop', 'indie rock', 'indie surf', 'la indie', 'metropopolis']"
"422","14CHVeJGrR5xgUGQFV5BVM","Fivio Foreign",1012244,"['brooklyn drill', 'hip hop', 'new york drill', 'rap', 'trap']"
"423","0u6GtibW46tFX7koQ6uNJZ","Topic",183278,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']"
"424","5vCOdeiQt9LyzdI87kt5Sh","AronChupa",380759,"['swedish pop']"
"425","4obzFoKoKRHIphyHzJ35G3","Becky G",12260786,"['dance pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
"426","3iOvXCl6edW5Um0fXEBRXy","The xx",3814453,"['downtempo', 'dream pop', 'indietronica']"
"427","3jOstUTkEu2JkjvRdBA5Gu","Weezer",2873113,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
"428","1hzfo8twXdOegF3xireCYs","Milky Chance",1676037,"['german pop']"
"429","1URnnhqYAYcrqrcwql10ft","21 Savage",11641065,"['atl hip hop', 'rap', 'trap']"
"430","4yiQZ8tQPux8cPriYMWUFP","Gwen Stefani",5505570,"['dance pop', 'pop']"
"431","67lytN32YpUxiSeWlKfHJ3","Yung Lean",738475,"['psychedelic hip hop', 'underground hip hop']"
"432","3q7HBObVc0L8jNeTe5Gofh","50 Cent",9380724,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
"433","4dwdTW1Lfiq0cM8nBAqIIz","Of Monsters and Men",3388892,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']"
"434","7uaIm6Pw7xplS8Dy06V6pT","Trevor Daniel",708704,"['melodic rap', 'pop', 'pop rap']"
"435","4Uc8Dsxct0oMqx0P6i60ea","Conan Gray",6498675,"['bedroom pop', 'pop']"
"436","74KM79TiuVKeVCqs8QtB0B","Sabrina Carpenter",4426895,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']"
"437","46SHBwWsqBkxI7EeeBEQG7","Kodak Black",8470773,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
"438","2auiVi8sUZo17dLy1HwrTU","Solange",1814612,"['afrofuturism', 'alternative r&b', 'dance pop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
"439","57LYzLEk2LcFghVwuWbcuS","Summer Walker",4052187,"['pop', 'r&b', 'rap']"
"440","0TnOYISbd1XYRBk9myaseg","Pitbull",9555658,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
"441","6TcnmlCSxihzWOQJ8k0rNS","Third Eye Blind",1357827,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
"442","7sfgqEdoeBTjd8lQsPT3Cy","Emeli Sandé",2198148,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']"
"443","0TImkz4nPqjegtVSMZnMRq","TLC",3246523,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'r&b', 'urban contemporary']"
"444","6ASri4ePR7RlsvIQgWPJpS","iann dior",1609002,"['melodic rap', 'pop rap', 'rap']"
"445","3aGFCoR8xGN6DKwvdzeSja","ILOVEMAKONNEN",353440,"['atl hip hop', 'lgbtq+ hip hop', 'trap', 'underground hip hop']"
"446","5BvJzeQpmsdsFp4HGUYUEx","Vampire Weekend",1813136,"['baroque pop', 'indie rock', 'modern rock']"
"447","7xEFii6utZmQ61kX59HmLH","FRENSHIP",178254,"['electropop', 'indie poptimism', 'la pop', 'pop dance', 'tropical house', 'uk pop']"
"448","34Y0ldeyUv7jBvukWOGASO","Bobby Shmurda",1354993,"['nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"449","4bL2B6hmLlMWnUEZnorEtG","Felix Jaehn",1223000,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house', 'uk pop']"
"450","7okSU80WTrn4LXlyXYbX3P","Clinton Kane",771863,"['alt z', 'gen z singer-songwriter', 'pop', 'uk pop']"
"451","6d47Z08T4snK50HgTEHo5Z","Sage The Gemini",819223,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'viral rap']"
"452","0MlOPi3zIDMVrfA9R04Fe3","American Authors",1383951,"['indie poptimism', 'modern rock', 'pop rock']"
"453","0DdDnziut7wOo6cAYWVZC5","KREAM",212312,"['dance pop', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']"
"454","57vWImR43h4CaDao012Ofp","Steve Lacy",2046648,"['afrofuturism', 'pop']"
"455","5IcR3N7QB1j6KBL8eImZ8m","ScHoolboy Q",4244741,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
"456","7meyrw7Or5DwteYxDJrkCM","YK Osiris",1439041,"['melodic rap', 'pop r&b', 'trap', 'viral rap']"
"457","0RpddSzUHfncUWNJXKOsjy","Neon Trees",1177761,"['modern alternative rock', 'modern rock', 'pop rock', 'rock']"
"458","6extd4B6hl8VTmnlhpl2bY","Huncho Jack",1032504,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"459","0HkcYmcjrBR3SCw9Ld5VZk","Calboy",824909,"['chicago rap', 'melodic rap', 'pop rap', 'rap', 'trap']"
"460","3v6Ji4uoWtKRkhuDUaxi9n","Dynoro",243712,"['edm', 'electro house', 'pop dance', 'tropical house']"
"461","33W1pnW9zScZtYTnAoWnOT","Mr. Probz",320138,"['dutch hip hop', 'tropical house']"
"462","5xKp3UyavIBUsGy3DQdXeF","A Great Big World",508202,"['neo mellow', 'piano rock', 'pop rock', 'post-teen pop', 'viral pop']"
"463","6USv9qhCn6zfxlBQIYJ9qs","Dominic Fike",959365,"['alternative pop rock', 'pop']"
"464","1aSxMhuvixZ8h9dK9jIDwL","Kate Bush",1443205,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter', 'uk pop']"
"465","4sj6D0zlMOl25nprDJBiU9","Andy Williams",443747,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold']"
"466","0eHQ9o50hj6ZDNBt6Ys1sD","Yandel",6199874,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
"467","5IH6FPUwQTxPSXurCrcIov","Alec Benjamin",3778198,"['alt z', 'dream smp', 'electropop', 'pop']"
"468","6PXS4YHDkKvl1wkIl4V8DL","Fetty Wap",4352254,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"469","4qXC0i02bSFstECuXP2ZpL","Blxst",338986,"['pop rap']"
"470","0du5cEVh5yTK9QJze8zA0C","Bruno Mars",43103624,"['dance pop', 'pop']"
"471","3AVfmawzu83sp94QW7CEGm","Astrid S",1256738,"['alt z', 'dance pop', 'norwegian pop', 'pop', 'tropical house', 'uk pop']"
"472","1Fr6agZ6iSM5Ynn2k4C8sc","VÉRITÉ",292047,"['alt z', 'art pop', 'brooklyn indie', 'dark pop', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'nyc pop', 'pop', 'vapor pop', 'vapor soul']"
"473","137W8MRPWKqSmrBGDBFSop","Wiz Khalifa",10707810,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"474","0VRj0yCOv2FXJNP47XQnx5","Quavo",5898377,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"475","6sCbFbEjbYepqswM1vWjjs","Zendaya",3423855,"['dance pop', 'pop', 'post-teen pop']"
"476","6fxyWrfmjcbj5d12gXeiNV","Denzel Curry",1893142,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']"
"477","25uiPmTg16RbhZWAqwLBy5","Charli XCX",2657755,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']"
"478","5xuNBZoM7z1Vv8IQ6uM0p6","JoJo",2185112,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
"479","1HwM5zlC5qNWhJtM00yXzG","DMX",3683467,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
"480","2jnIB6XdLvnJUeNTy5A0J2","Why Don't We",3309836,"['australian pop', 'boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
"481","6l3HvQ5sa6mXTsMTB19rO5","J. Cole",17839233,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
"482","6icQOAFXDZKsumw3YXyusw","Lil Yachty",8294455,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']"
"483","6C1ohJrd5VydigQtaGy5Wa","Joyner Lucas",1949452,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
"484","7rpf45DdbpweG51Acze45i","Kay Starr",41967,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']"
"485","4iiQabGKtS2RtTKpVkrVTw","Smallpools",229445,"['electropop', 'hopebeat', 'indie poptimism', 'la indie', 'la pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock']"
"486","1sBkRIssrMs1AbVkOJbc7a","Rick Ross",6220623,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"487","6t1gpxYbY8OlLA7D2RiikQ","Loud Luxury",561698,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
"488","2wIVse2owClT7go1WT98tk","Missy Elliott",2043639,"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']"
"489","63MQldklfxkjYDoUE4Tppz","M83",2107187,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']"
"490","1SupJlEpv7RS2tPNRaHViT","Nicky Jam",17688765,"['latin hip hop', 'reggaeton', 'trap latino']"
"491","0EeQBlQJFiAfJeVN2vT9s0","Nipsey Hussle",2871117,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"492","3nFkdlSjzX9mRTtwJOzDYB","JAY-Z",7597737,"['east coast hip hop', 'hip hop', 'rap']"
"493","24CgJHK6T7C5OmUbiLLMjJ","Luh Kel",994933,"['pop r&b', 'st louis rap']"
"494","2IDLDx25HU1nQMKde4n61a","Rich Brian",2063131,"['indonesian hip hop']"
"495","1z7b1Pr1rSlvWRzsW3HOrS","Russ",4527457,"['hawaiian hip hop', 'rap']"
"496","0bdfiayQAKewqEvaU6rXCv","MØ",1380460,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house', 'uk pop']"
"497","3DiDSECUqqY1AuBP8qtaIa","Alicia Keys",9950082,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
"498","4AA474G2hRfrHyGrfyDseO","Mozzy",657553,"['cali rap', 'pop rap', 'rap', 'sacramento hip hop', 'southern hip hop', 'trap']"
"499","5fahUm8t5c0GIdeTq0ZaG8","Otto Knows",386951,"['dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']"
"500","0X2BH1fck6amBIoJhDVmmJ","Ellie Goulding",11123144,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']"
"501","77AiFEVeAVj2ORpC85QVJs","Steve Aoki",3689746,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']"
"502","1INuLZXjjVbcJRyWvD1iSq","Jack & Jack",1372603,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'social media pop', 'teen pop']"
"503","50OApTJurDusIo9dGTqSU4","Lilly Wood and The Prick",238446,"['french indie pop', 'french rock']"
"504","5H1nN1SzW0qNeUEZvuXjAj","Danny Ocean",4342381,"['pop venezolano', 'reggaeton', 'trap latino']"
"505","7mDU6nMUJnOSY2Hkjz5oqM","Roy Woods",888445,"['canadian contemporary r&b', 'canadian hip hop', 'pop rap', 'r&b', 'trap', 'trap soul']"
"506","4GvEc3ANtPPjt1ZJllr5Zl","Bazzi",5124336,"['dance pop', 'electropop', 'pop']"
"507","1RyvyyTE3xzB2ZywiAwp0i","Future",12110689,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
"508","7juKTDFlPesGeWQ1GmjmOv","Silentó",224635,"['chicago bop', 'pinoy hip hop']"
"509","7blkMNJv8n9ceP9zlA4W2U","Shawn Hook",61268,"['canadian pop']"
"510","1dSRKlg9rzvs63rhT8Sbpp","Moxie Raia",19640,"['indie poptimism']"
"511","2feDdbD5araYcm6JhFHHw7","Labrinth",2498510,"['indie poptimism', 'pop']"
"512","1BhWF9W2PngtPSyobKg0rP","Pia Mia",1793543,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
"513","2HPaUgqeutzr3jx5a9WyDV","PARTYNEXTDOOR",4138298,"['pop', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
"514","07QEuhtrNmmZ0zEcqE9SF6","Owl City",2259228,"['indietronica', 'pop', 'pop rock']"
"515","2DlGxzQSjYe5N6G9nkYghR","Jennifer Lopez",12205071,"['dance pop', 'pop', 'pop rap', 'urban contemporary']"
"516","6veh5zbFpm31XsPdjBgPER","BIA",370420,"['pop', 'r&b', 'rap', 'rap latina', 'trap queen']"
"517","5me0Irg2ANcsgc93uaYrpb","The Notorious B.I.G.",8025041,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
"518","7pbDxGE6nQSZVfiFdq9lOL","Rex Orange County",4558498,"['bedroom pop', 'pop']"
"519","21E3waRsmPlU7jZsS13rcj","Ne-Yo",7403363,"['dance pop', 'pop', 'urban contemporary']"
"520","2P3cjUru4H3fhSXXNxE9kA","Blackstreet",673614,"['boy band', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']"
"521","7rkW85dBwwrJtlHRDkJDAC","NAV",3076713,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap']"
"522","36jaGQtMj5UWD0eO1fCVdD","Joel Adams",167451,"['australian pop', 'pop soul']"
"523","7CajNmpbOovFoOoasH2HaY","Calvin Harris",22819977,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
"524","02A3cEvlLLCbIMVDrK2GHV","Starley",170317,"['aussietronica', 'australian pop', 'dance pop', 'deep tropical house', 'edm', 'electropop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']"
"525","4ETSs924pXMzjIeD6E9b4u","Surfaces",866449,"['bedroom soul', 'pop']"
"526","7H6dkUChT5EoOQtUVMg4cN","Hunter Hayes",1160010,"['contemporary country', 'country', 'country road', 'neo mellow', 'pop', 'post-teen pop']"
"527","7bXgB6jMjp9ATFy66eO08Z","Chris Brown",16868785,"['dance pop', 'pop', 'r&b']"
"528","181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion",7034241,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']"
"529","7o9Nl7K1Al6NNAHX6jn6iG","Travie McCoy",345018,"['pop rap']"
"530","4LLpKhyESsyAXpc4laK94U","Mac Miller",7958058,"['hip hop', 'pittsburgh rap', 'rap']"
"531","28y6CyJNkGNjJQKrlx4AmN","HRVY",1570700,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
"532","14rP13jdQNgQvuPA2AkBgm","Glades",81902,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'metropopolis', 'uk pop']"
"533","5CiGnKThu5ctn9pBxv7DGa","benny blanco",995604,"['dance pop', 'electropop', 'pop', 'pop rap']"
"534","7BMccF0hQFBpP6417k1OtQ","Action Bronson",722587,"['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
"535","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd",49387909,"['canadian contemporary r&b', 'canadian pop', 'pop']"
"536","6Ip8FS7vWT1uKkJSweANQK","Dave",2522636,"['uk hip hop']"
"537","2tIP7SsRs7vjIcLrU85W8J","The Kid LAROI",3981889,"['australian hip hop', 'pop']"
"538","7n2Ycct7Beij7Dj7meI4X0","TWICE",14818846,"['k-pop', 'k-pop girl group']"
"539","49tQo2QULno7gxHutgccqF","LANY",4973786,"['la pop', 'pop']"
"540","3bmFPbLMiLxtR9tFrTcKcP","Matthew Wilder",35412,"['new wave pop']"
"541","0q2lY1ZzFckzciuoMtUvck","Canaan Smith",319764,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
"542","2VSHKHBTiXWplO8lxcnUC9","GAYLE",522019,"['modern alternative pop']"
"543","0vR2qb8m9WHeZ5ByCbimq2","Reik",7580514,"['latin arena pop', 'latin pop', 'mexican pop']"
"544","6RedK3o51NbUJuJxXlT4kj","88-Keys",23521,"['alternative hip hop']"
"545","4AVFqumd2ogHFlRbKIjp1t","Alesso",3845777,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
"546","3QTDHixorJelOLxoxcjqGx","SiR",723805,"['alternative r&b', 'hip hop', 'indie soul', 'la pop', 'r&b', 'rap']"
"547","5Nf5yishRW9Ye174sJISkg","London On Da Track",60093,"['atl hip hop']"
"548","2hPgGN4uhvXAxiXQBIXOmE","KIDS SEE GHOSTS",890757,"['hip hop', 'rap']"
"549","6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran",102156853,"['pop', 'uk pop']"
"550","6UCQYrcJ6wab6gnQ89OJFh","Headie One",421763,"['uk hip hop']"
"551","6Dd3NScHWwnW6obMFbl1BH","Daya",1420042,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
"552","2Sqr0DXoaYABbjBo9HaMkM","Sara Bareilles",1830698,"['acoustic pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']"
"553","3NPpFNZtSTHheNBaWC82rB","X Ambassadors",2699507,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']"
"554","4xnMDfgEmXZEEDdITKcGuE","Audien",170268,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
"555","5fyvTyetDr7gvLafBsEEhU","Shordie Shordie",173797,"['baltimore hip hop', 'cali rap', 'pop rap', 'viral rap']"
"556","47z7ZrgFoBvVpCnElCE3Zh","Yellow Claw",1009262,"['edm', 'electro house', 'electronic trap', 'pop dance']"
"557","1IELhvOMg5VQlU7syRm6CS","CAZZETTE",332787,"['complextro', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
"558","4RnBFZRiMLRyZy0AzzTg2C","Run The Jewels",993613,"['escape room', 'hip hop', 'political hip hop']"
"559","7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X",11793779,"['lgbtq+ hip hop', 'pop']"
"560","1QAJqy2dA3ihHBFIHRphZj","Cigarettes After Sex",4798187,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
"561","5JSXWmQO8csVUy6hSRu8TA","Maty Noyes",260017,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'uk pop']"
"562","6Iz3eq2aQGFf7TbGT2iahL","Gabby Barrett",241749,"['contemporary country', 'country', 'country pop']"
"563","0ojcq9LJQWMawQdFDw3M0L","Donnie Trumpet & The Social Experiment",185363,"['pop soul']"
"564","7iZtZyCzp3LItcw1wtPI3D","Rae Sremmurd",6924845,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"565","1MXZ0hsGic96dWRDKwAwdr","Tyla Yaweh",464495,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']"
"566","4Gso3d4CscCijv0lmajZWs","Don Toliver",2274041,"['pop', 'rap', 'trap']"
"567","2qc41rNTtdLK0tV3mJn2Pm","Ryan Adams",543402,"['alternative country', 'indie rock', 'neo mellow', 'new americana', 'pop rock', 'roots rock', 'singer-songwriter', 'stomp and holler']"
"568","5lpH0xAS4fVfLkACg9DAuM","Wham!",2020300,"['dance pop', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
"569","7gWumE1wMALHXANLSIt054","Dreezy",669167,"['alternative r&b', 'chicago rap', 'drill', 'escape room', 'pop r&b', 'r&b', 'trap queen', 'viral rap']"
"570","7z5WFjZAIYejWy0NI5lv4T","Dan + Shay",2739071,"['contemporary country', 'country', 'country road', 'pop']"
"571","4jpsw9CQS439N0B7SecMgf","Ant Saunders",84882,"['chill r&b', 'pop']"
"572","4Q6nIcaBED8qUel8bBx6Cr","Jax Jones",1053552,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk pop']"
"573","1m7LSAMIB1BErIHYSOn32W","DJ Scheme",208235,"['underground hip hop', 'vapor trap', 'viral rap']"
"574","3Rx4PJ7SP6unkOk5elPUK7","Money Man",461822,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']"
"575","2J0JN7EFN10G1Tty6hX0AN","DJ ESCO",279401,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
"576","3wVXTWabe3viT0jF7DfjOL","Vedo",348176,"['pop r&b', 'pop rap', 'r&b']"
"577","4ofCBoyEiGSePFAG500xev","Regard",193991,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']"
"578","6oWOHAOyBUn6aJlKIPJK9r","Leah Kate",114074,"['alt z', 'pop', 'uk pop']"
"579","23zg3TcAtWQy7J6upgbUnj","Usher",9973798,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
"580","15UsOTVnJzReFVN1VCnxy4","XXXTENTACION",37935983,"['emo rap', 'miami hip hop']"
"581","3FUY2gzHeIiaesXtOAdB7A","Train",4115397,"['dance pop', 'neo mellow', 'pop', 'pop rock']"
"582","2rhFzFmezpnW82MNqEKVry","Ski Mask The Slump God",5090541,"['miami hip hop', 'rap']"
"583","4njdEjTnLfcGImKZu1iSrz","AWOLNATION",2058230,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']"
"584","00FQb4jTyendYWaN8pK0wa","Lana Del Rey",17713208,"['art pop', 'pop']"
"585","4V8Sr092TqfHkfAA5fXXqG","Luis Fonsi",10572568,"['latin pop', 'puerto rican pop']"
"586","5pKCCKE2ajJHZ9KAiaK11H","Rihanna",50002769,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
"587","0vRvGUQVUjytro0xpb26bs","Arizona Zervas",684794,"['pop', 'pop rap', 'rhode island rap', 'viral rap']"
"588","2SrSdSvpminqmStGELCSNd","Stormzy",2538292,"['grime', 'uk hip hop']"
"589","1rw8ZTLnDHd74TWDDukjVi","Conrad Sewell",106717,"['australian pop']"
"590","2FXC3k01G6Gw61bmprjgqS","Hozier",5206690,"['irish singer-songwriter', 'pop']"
"591","1IueXOQyABrMOprrzwQJWN","Sigala",1459781,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk pop']"
"592","5lHRUCqkQZCIWeX7xG4sYT","Rich Homie Quan",2631061,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"593","3AA28KZvwAUcZuOKwyblJQ","Gorillaz",9241116,"['alternative hip hop']"
"594","2msPoIYdnKVeuOOM960FC2","Sofia Karlberg",244796,"['channel pop', 'viral pop']"
"595","6nS5roXSAGhTGr34W6n7Et","Disclosure",2057222,"['edm', 'house', 'pop', 'uk dance', 'uk pop']"
"596","5jAMCwdNHWr7JThxtMuEyy","NOTD",243925,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']"
"597","64aJYyrXljOodnUG6jvhRD","DJ Luian",1622539,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
"598","50JJSqHUf2RQ9xsHs0KMHg","Jon Bellion",1313678,"['pop rap']"
"599","0NGAZxHanS9e0iNHpR8f2W","Alok",11765605,"['electro house', 'pop nacional', 'slap house']"
"600","1Xylc3o4UrD53lo9CvFvVg","Zara Larsson",10363452,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']"
"601","3MdXrJWsbVzdn6fe5JYkSQ","Latto",874990,"['pop', 'rap', 'trap queen']"
"602","13ubrt8QOOCPljQ2FL1Kca","A$AP Rocky",11299781,"['east coast hip hop', 'hip hop', 'rap']"
"603","2uYWxilOVlUdk4oV9DvwqK","Mitski",3614696,"['brooklyn indie', 'pop']"
"604","23DYJsw4uSCguIqiTIDtcN","Southside",63794,"['atl hip hop']"
"605","5v8jlSmAQfrkTjAlpUfWtu","Perry Como",420969,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']"
