"","spotify_id","name","followers","genres"
"202","1b4DN8Vj0dnj5cceMFsRYN","Dante Klein",31513,"['pop edm']"
"203","2iUbk5KhZYZt4CRvWbwb7S","LunchMoney Lewis",89168,"['miami hip hop']"
"204","1Zatb2YN4erBOoSivOXc0o","O.T. Genasis",959237,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"205","2HUwZ0kumzCSlhFcjFZfpp","Flipp Dinero",1119532,"['melodic rap', 'pop rap', 'rap', 'trap', 'vapor trap', 'viral rap']"
"206","5WRElKaZsn1tGnrgmJVAeO","Cam",237773,"['contemporary country', 'country', 'country pop']"
"207","5X4LWwbUFNzPkEas04uU82","DVBBS",1000704,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']"
"208","2kCcBybjl3SAtIcwdWpUe3","Lil Peep",8967975,"['emo rap', 'lgbtq+ hip hop']"
"209","3t5xRXzsuZmMDkQzgOX35S","Robin Schulz",2959520,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']"
"210","3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd",613720,"['israeli pop']"
"211","0Y6dVaC9DZtPNH4591M42W","TV Girl",1141345,"['indie pop', 'pop']"
"212","4D75GcNG95ebPtNvoNVXhz","Afrojack",3894564,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']"
"213","5y2Xq6xcjJb2jVM54GHK3t","John Legend",6260357,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
"214","3ipn9JLAPI5GUEo4y4jcoi","Ludacris",2442629,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"215","7e1ICztHM2Sc4JNLxeMXYl","dvsn",1092473,"['canadian contemporary r&b', 'pop', 'pop r&b', 'r&b', 'trap soul', 'urban contemporary']"
"216","7yO4IdJjCEPz7YgZMe25iS","A$AP Mob",1909999,"['hip hop', 'rap', 'southern hip hop', 'trap']"
"217","5pyVHz7lcfqKoV9BflFYwN","Jameson Rodgers",57483,"['contemporary country', 'country', 'country pop', 'country road']"
"218","0EmeFodog0BfCgMzAIvKQp","Shakira",24902736,"['colombian pop', 'dance pop', 'latin pop']"
"219","5p7f24Rk5HkUZsaS3BLG5F","Hailee Steinfeld",8031860,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
"220","0c173mlxpT3dSFRgMO8XPh","Big Sean",10005476,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
"221","3mH3OBKopDDVgnJcT5PrPk","Redfoo",399050,"['deep flow', 'pop rap']"
"222","1uNFoZAHBGtllmzznpCI3s","Justin Bieber",65590075,"['canadian pop', 'pop']"
"223","6xdRb2GypJ7DqnWAI2mHGn","MUNA",230742,"['art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'la pop', 'metropopolis', 'pop']"
"224","0WOxhx4hikIsyF3CRPLC8W","Famous Dex",2385503,"['chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
"225","2NjfBq1NflQcKSeiDooVjY","Tones And I",2975328,"['australian pop', 'pop']"
"226","5JZ7CnR6gTvEMKX4g70Amv","Lauv",5208597,"['electropop', 'pop', 'uk pop']"
"227","6Ha4aES39QiVjR0L2lwuwq","Yo Gotti",3942282,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
"228","6jeg7JBX9J9097esK752iR","Smiley",30009,"['canadian hip hop', 'toronto rap']"
"229","2wUjUUtkb5lvLKcGKsKqsR","Alessia Cara",10659888,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
"230","2kCO8LXN1usaOPL3iEE28I","Tai Verdes",616118,"['modern indie pop', 'pop rap']"
"231","4kYGAK2zu9EAomwj3hXkXy","JP Cooper",791860,"['dance pop', 'neo mellow', 'pop', 'tropical house', 'uk pop']"
"232","31HjiqargV4NAw4GZqUale","Ace Hood",1706470,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"233","56OjNTX2bkrdGcB0staUOV","A-Wall",48258,"['bedroom pop']"
"234","6eKWqnckwdIlSnjaYgIyxv","Eli Young Band",753768,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']"
"235","41LfjfTCcTCUdykJqNyFw8","Dae Dae",370519,"['atl hip hop', 'trap']"
"236","3Isy6kedDrgPYoTS1dazA9","Sean Paul",4027706,"['dance pop', 'dancehall', 'pop rap']"
"237","3Y7RZ31TRPVadSFVy1o8os","H.E.R.",5520036,"['pop', 'r&b', 'rap', 'urban contemporary']"
"238","5YGY8feqx7naU7z4HrwZM6","Miley Cyrus",18938341,"['dance pop', 'pop']"
"239","3A5tHz1SfngyOZM2gItYKu","Earl Sweatshirt",1852693,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']"
"240","4utLUGcTvOJFr6aqIJtYWV","Skylar Grey",540005,"['piano rock', 'viral pop']"
"241","5L1lO4eRHmJ7a0Q6csE5cT","LISA",3627751,"['k-pop']"
"242","1iJdyDcY98X3GMnUesl7tf","Comethazine",2038220,"['rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
"243","5bgfj5zUoWpyeVatGDjn6H","K CAMP",1496980,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'viral rap']"
"244","00TKPo9MxwZ0j4ooveIxWZ","Loote",192676,"['alt z', 'australian pop', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house', 'uk pop']"
"245","20wkVLutqVOYrc0kxFs7rA","Daniel Caesar",3457554,"['canadian contemporary r&b', 'pop', 'r&b']"
"246","4NHQUGzhtTLFvgF5SZesLK","Tove Lo",3088737,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'uk pop']"
"247","0bxSJJ7V2M4Zb9lpRzWPD8","JIMIN",285734,"['k-pop']"
"248","0u2FHSq3ln94y5Q57xazwf","Keith Urban",4846109,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
"249","1xHQO9GJIW9OXHxGBISYc5","Marian Hill",456497,"['electropop']"
"250","5OrB6Jhhrl9y2PK0pSV4VP","Young Money",2606316,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
"251","5hdhHgpxyniooUiQVaPxQ0","Nio Garcia",3676402,"['latin hip hop', 'reggaeton', 'trap latino']"
"252","1pPmIToKXyGdsCF6LmqLmI","Rich The Kid",2879692,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
"253","4WN5naL3ofxrVBgFpguzKo","Rudimental",1334531,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky', 'uk pop']"
"254","7ibAWtDtmEfaVhc1FJ3Vl9","Eric Bellinger",751867,"['pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']"
"255","3QJUFtGBGL05vo0kCJZsmT","salem ilese",273416,"['modern indie pop']"
"256","1bqxdqvUtPWZri43cKHac8","MAX",764329,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']"
"257","5qa31A9HySw3T7MKWI9bGg","FLETCHER",677970,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
"258","6JL8zeS1NmiOftqZTRgdTz","Meghan Trainor",11651673,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']"
"259","45dkTj5sMRSjrmBSBeiHym","Tate McRae",3063386,"['pop', 'uk pop']"
"260","5BcAKTbp20cv7tC5VqPFoC","Macklemore & Ryan Lewis",2582491,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
"261","6FBDaR13swtiWwGhX1WQsP","blink-182",7087305,"['pop punk', 'punk', 'rock', 'socal pop punk']"
"262","1yZwlOVsfrp4wb6d29KkGM","DJ Luke Nasty",128269,"['north carolina hip hop', 'trap']"
"263","0Cd6nHYwecCNM1sVEXKlYr","Krewella",914090,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'melodic dubstep', 'pop dance']"
"264","4qWnlmXWuGv2TtuxtIWlJX","BANNERS",517159,"['indie poptimism', 'pop', 'pop rock', 'uk pop']"
"265","6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth",17411695,"['dance pop', 'pop', 'viral pop']"
"266","4ehtJnVumNf6xzSCDk8aLB","Martin Jensen",1275410,"['dance pop', 'danish electronic', 'deep house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']"
"267","2UZMlIwnkgAEDBsw1Rejkn","Tom Petty",2023484,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
"268","2YOYua8FpudSEiB9s88IgQ","Yung Gravy",1459953,"['minnesota hip hop']"
"269","1NRzxuPpdGushT8YmF5NAa","Edison Lighthouse",35601,"['bubblegum pop']"
"270","5vBSrE1xujD2FXYRarbAXc","Years & Years",1922159,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house', 'uk pop']"
"271","2kucQ9jQwuD8jWdtR9Ef38","Sam Hunt",2243123,"['contemporary country', 'country', 'country pop', 'country road']"
"272","4ScCswdRlyA23odg9thgIO","Jess Glynne",2819482,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
"273","09hVIj6vWgoCDtT03h8ZCa","A Tribe Called Quest",1743610,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']"
"274","5KEG7G8LDYlHgFDqZyEEs2","Chris Rea",787343,"['album rock', 'art rock', 'blues rock', 'classic rock', 'mellow gold', 'soft rock', 'sophisti-pop']"
"275","42vg2T0Xg9yPaAgogJzoQH","Atlas Genius",327072,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop']"
"276","4gzpq5DPGxSnKTe4SA8HAU","Coldplay",38371125,"['permanent wave', 'pop']"
"277","4r63FhuTkUYltbVAg5TQnk","DaBaby",10052327,"['north carolina hip hop', 'rap', 'trap']"
"278","69GGBxA162lTqCwzJG5jLp","The Chainsmokers",19441428,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
"279","07YZf4WDAMNwqr4jfgOZ8y","Jason Derulo",11522281,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
"280","7FNnA9vBm6EKceENgCGRMb","Anitta",12159259,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']"
"281","5QdEbQJ3ylBnc3gsIASAT5","G Herbo",1608240,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']"
"282","1HY2Jd0NmPuamShAr6KMms","Lady Gaga",23126039,"['art pop', 'dance pop', 'pop']"
"283","1AhjOkOLkbHUfcHDSErXQs","88rising",841272,"['asian american hip hop', 'pop']"
"284","45eNHdiiabvmbp4erw26rg","ILLENIUM",1290089,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']"
"285","74XFHRwlV6OrjEM0A2NCMF","Paramore",7092156,"['candy pop', 'pixie', 'pop emo', 'pop punk']"
"286","0NIPkIjTV8mB795yEIiPYL","Wallows",2416869,"['indie pop', 'modern rock', 'pop']"
"287","70gP6Ry4Uo0Yx6uzPIdaiJ","Bas",468622,"['hip hop', 'queens hip hop', 'rap', 'southern hip hop', 'sudanese hip hop', 'sudanese pop', 'trap', 'underground hip hop']"
"288","1anyVhU62p31KFi8MEzkbf","Chance the Rapper",5737262,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
"289","21dooacK2WGBB5amYvKyfM","Smokepurpp",2426425,"['dark trap', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
"290","4phGZZrJZRo4ElhRtViYdl","Jason Mraz",6800128,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
"291","3jHBxvZ9gbBkZ17wKUqVsO","Kent Jones",108434,"['miami hip hop', 'viral trap']"
"292","329e4yvIujISKGKz1BZZbO","Farruko",13975050,"['latin hip hop', 'reggaeton', 'trap latino']"
"293","5WUlDfRSoLAfcVSX1WnrxN","Sia",24304639,"['australian dance', 'australian pop', 'dance pop', 'pop']"
"294","0cGUm45nv7Z6M6qdXYQGTX","Kehlani",6132653,"['dance pop', 'pop', 'r&b', 'rap']"
"295","3mIj9lX2MWuHmhNCA7LSCW","The 1975",5782661,"['modern alternative rock', 'modern rock', 'pop', 'rock']"
"296","5fMUXHkw8R8eOP2RNVYEZX","Diplo",2498486,"['edm', 'electro house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']"
"297","3RbyaF3Pq6iDUKNp04AIcU","New Politics",281623,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp pop']"
"298","5H6xmHXjsq98NLbEjuE29f","NEIKED",121888,"['dance pop', 'pop', 'pop dance', 'scandipop', 'tropical house']"
"299","13y7CgLHjMVRMDqxdx0Xdo","Gucci Mane",4454550,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"300","4fxd5Ee7UefO4CUXgwJ7IP","Giveon",2463715,"['pop', 'r&b']"
"301","0NbfKEOTQCcwd6o7wSDOHI","The Game",4165499,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"302","4yvcSjfu4PC0CYQyLy4wSq","Glass Animals",3290193,"['gauze pop', 'indietronica', 'shiver pop']"
"303","0id62QV2SZZfvBn9xpmuCl","Aloe Blacc",682267,"['pop soul', 'r&b']"
"304","2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar",21389956,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
"305","738wLrAtLtCtFOLvQBXOXp","Major Lazer",6302403,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
"306","6KZDXtSj0SzGOV705nNeh3","Kid Ink",2879810,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"307","2hiq2iBnUik3mrOfEgRSpB","carolesdaughter",170532,"['alt z', 'indie pop', 'viral rap']"
"308","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez",37269207,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
"309","4gwpcMTbLWtBUlOijbVpuu","Capital Cities",805617,"['metropopolis', 'modern rock']"
"310","5ndkK3dpZLKtBklKjxNQwT","B.o.B",1997502,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']"
"311","58R5LHkK3vkmEyGUPOR5kS","KONGOS",268826,"['modern alternative rock', 'modern blues rock', 'modern rock', 'south african pop', 'south african rock']"
"312","6T5tfhQCknKG4UnH90qGnz","DNCE",4266483,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
"313","4VdV2qRAYBLINR6uU72V1J","Joshua Bassett",817174,"['pop', 'post-teen pop', 'uk pop']"
"314","3wyVrVrFCkukjdVIdirGVY","Lil Pump",7916606,"['emo rap', 'miami hip hop', 'rap', 'trap', 'viral rap']"
"315","1zNqDE7qDGCsyzJwohVaoX","Anne-Marie",9953282,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
"316","4HzKw8XcD0piJmDrrPRCYk","Majid Jordan",745600,"['canadian contemporary r&b', 'pop', 'r&b', 'trap soul']"
"317","0eecdvMrqBftK0M1VKhaF4","CNCO",9157830,"['boy band', 'latin pop', 'reggaeton']"
"318","5GGJosGMs08YEmKTZJe1fL","Suki Waterhouse",173458,"['indie pop', 'pop']"
"319","4iHNK0tOyZPYnBU7nGAgpQ","Mariah Carey",8146681,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
"320","0jNDKefhfSbLR9sFvcPLHo","San Holo",665516,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']"
"321","60d24wfXkVzDSfLS6hyCjZ","Martin Garrix",15611329,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']"
"322","0qTZZWLzuD59Un5r1speHm","Chris Jedi",1989959,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
"323","64H8UqGLbJFHwKtGxiV8OP","THE ANXIETY",150003,"['modern alternative pop']"
"324","0zOcE3mg9nS6l3yxt1Y0bK","The Fray",3706579,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
"325","382aq8Pij5V2nE2JMHMoxl","Hoodie Allen",692741,"['indie pop rap', 'pop rap']"
"326","1W4itxt3vwhmrgLEBuVHJ6","Vundabar",228077,"['boston indie', 'indie garage rock', 'indie pop']"
"327","1FbsmLXvj5CccZj6JLk46Z","Kim Cesarion",37773,"['swedish pop', 'swedish soul']"
"328","164Uj4eKjl6zTBKfJLFKKK","JVKE",545139,"['modern indie pop']"
"329","4TsHKU8l8Wq7n7OPVikirn","Jidenna",346410,"['ghanaian hip hop']"
"330","7CyeXFnOrfC1N6z4naIpgo","The Ronettes",216228,"['brill building pop', 'classic girl group', 'rock-and-roll', 'soul']"
"331","6DgP9otnZw5z6daOntINxp","Joel Corry",300072,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']"
"332","7dIpKWlEeAljA20vFJ82RD","Roar",419263,"['indie pop', 'weirdcore']"
"333","57WHJIHrjOE3iAxpihhMnp","Louis Tomlinson",6378733,"['pop', 'post-teen pop']"
"334","5SXuuuRpukkTvsLuUknva1","Baby Keem",1046017,"['hip hop', 'rap']"
"335","6CwfuxIqcltXDGjfZsMd9A","MARINA",3968557,"['dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
"336","6prmLEyn4LfHlD9NnXWlf7","Adam Lambert",1359216,"['dance pop', 'idol', 'post-teen pop']"
"337","6f4XkbvYlXMH0QgVRzW0sM","Waka Flocka Flame",2489091,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"338","7kFfY4UjNdNyaeUgLIEbIF","DeJ Loaf",1453699,"['detroit hip hop', 'pop r&b', 'r&b', 'trap', 'trap queen', 'viral rap']"
"339","7MPGCB854Qo4alYMOPkBka","Ritt Momney",117949,"['bedroom pop', 'indie pop']"
"340","3kVUvbeRdcrqQ3oHk5hPdx","Grouplove",1103559,"['indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock']"
"341","6beUvFUlKliUYJdLOXNj9C","King Princess",1578625,"['alt z', 'art pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']"
"342","1HxJeLhIuegM3KgvPn8sTa","Jack Ü",1070707,"['dance pop', 'edm', 'electro house', 'pop dance']"
"343","4GNC7GD6oZMSxPGyXy4MNB","Lewis Capaldi",9876675,"['pop', 'uk pop']"
"344","2BL5VxhQadpc4v2VlZyKY5","Kalin and Myles",173050,"['teen pop']"
"345","5XenQ7XfcvQdfIbpLEFaKQ","GoldLink",806943,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap', 'underground hip hop']"
"346","1TtJ8j22Roc24e2Jx3OcU4","Purity Ring",572714,"['art pop', 'canadian electropop', 'chillwave', 'dark pop', 'dream pop', 'edmonton indie', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop']"
"347","07YUOmWljBTXwIseAUd9TW","Sebastian Yatra",19935911,"['colombian pop', 'reggaeton colombiano']"
"348","37hAfseJWi0G3Scife12Il","City Girls",2060013,"['dance pop', 'pop', 'r&b', 'rap', 'scam rap', 'trap queen']"
"349","4IJczjB0fJ04gs4uvP0Fli","Gym Class Heroes",1393508,"['dance pop', 'pop rap']"
"350","4fpTMHe34LC5t3h5ztK8qu","The Carters",1425963,"['pop', 'r&b', 'rap', 'urban contemporary']"
"351","0awl5piYwO0CDTHEkCjUhn","Nico & Vinz",498665,"['pop rap']"
"352","17lzZA2AlOHwCwFALHttmp","2 Chainz",7360903,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"353","6AUl0ykLLpvTktob97x9hO","Tee Grizzley",3022952,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"354","2iojnBLj0qIMiKPvVhLnsH","Trey Songz",6795545,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
"355","2P5sC9cVZDToPxyomzF1UH","Joey Bada$$",2725747,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
"356","41MozSoPIsD1dJM0CLPjZF","BLACKPINK",32382333,"['k-pop', 'k-pop girl group']"
"357","2XnBwblw31dfGnspMIwgWz","Axwell /\ Ingrosso",2393306,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
"358","2xe8IXgCTpwHE3eA9hTs4n","BANKS",1016073,"['art pop', 'electropop', 'indie poptimism', 'pop', 'uk pop']"
"359","77ziqFxp5gaInVrF2lj4ht","Sech",11171905,"['panamanian pop', 'reggaeton', 'trap latino']"
"360","6L1XC7NrmgWRlwAeLJvVtA","Sam Fischer",189203,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'uk pop']"
"361","1W3FSF1BLpY3hlVIgvenLz","The-Dream",1142988,"['dance pop', 'hip hop', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
"362","46gyXjRIvN1NL1eCB8GBxo","All Time Low",2827982,"['modern rock', 'pop punk', 'rock']"
"363","2NdeV5rLm47xAvogXrYhJX","Ciara",5815659,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
"364","6MPCFvOQv5cIGfw3jODMF0","Internet Money",658235,"['pop rap', 'rap', 'trap']"
"365","1Y8cdNmUJH7yBTd9yOvr5i","Destiny's Child",5783131,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
"366","163tK9Wjr9P9DmM0AVK7lm","Lorde",9863458,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']"
"367","540vIaP2JwjQb9dm3aArA4","DJ Snake",8064094,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
"368","63bCkf4n15jiKjHhLV7kSZ","Niykee Heaton",481293,"['alt z', 'dance pop', 'electropop', 'pop']"
"369","26dSoYclwsYLMAKD3tpOr4","Britney Spears",11288911,"['dance pop', 'pop']"
"370","1vCWHaC5f2uS3yhpwWbIA6","Avicii",22055236,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
"371","77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood",10028232,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
"372","5pUo3fmmHT8bhCyHE52hA6","Liam Payne",9765888,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
"373","67nwj3Y5sZQLl72VNUHEYE","Wale",3783379,"['gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
"374","3uwAm6vQy7kWPS2bciKWx9","girl in red",5221036,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']"
"375","5nCi3BB41mBaMH9gfr6Su0","fun.",3505425,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']"
"376","6LuN9FCkKOj5PcnpouEgny","Khalid",15501199,"['pop', 'pop r&b']"
"377","1Hsdzj7Dlq2I7tHP7501T4","Niall Horan",8829150,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'uk pop']"
"378","4bthk9UfsYUYdcFyqxmSUU","Tears For Fears",2527286,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
"379","2lRH2dgU5Kk4Bc5phmII4T","LANCO",372249,"['contemporary country', 'country', 'country pop', 'country road']"
"380","5yPzzu25VzEk8qrGTLIrE1","Young Nudy",974134,"['hip hop', 'pluggnb', 'rap', 'trap', 'vapor trap', 'viral rap']"
"381","5oNgAs7j5XcBMzWv3HAnHG","DJ Drama",1278173,"['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"382","0PGB0xsAyDqHHlvNQcgq5S","POWERS",49022,"['indie poptimism', 'la pop']"
"383","5z1VAFwT35EVvCp1XlZZuL","Diana Krall",984363,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'vocal jazz']"
"384","6sFHvCyqklnJpXC9Nh1aag","Alexander 23",319424,"['alt z', 'electropop', 'pop', 'uk pop']"
"385","4cPHsZM98sKzmV26wlwD2W","Brenda Lee",275434,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']"
"386","4SqTiwOEdYrNayaGMkc7ia","LÉON",340644,"['metropopolis', 'neo mellow', 'pop']"
"387","4EMtGVFvfCSrEmWaGV0roE","Theophilus London",152252,"['alternative hip hop']"
"388","5M0lbkGluOPXLeFjApw8r8","DRAM",821196,"['pop rap', 'rap', 'underground hip hop', 'virginia hip hop']"
"389","1tqhsYv8yBBdwANFNzHtcr","Lil Dicky",1904623,"['comedy rap', 'pop rap', 'rap']"
"390","2ZRQcIgzPCVaT9XKhXZIzh","Gryffin",846987,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']"
"391","3wjsrpfO6odEphTZWx45RQ","Hearts & Colors",130078,"['australian pop', 'channel pop', 'neo mellow', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']"
"392","2R1QrQqWuw3IjoP5dXRFjt","Marlon Roudette",87434,"['uk pop']"
"393","3WGpXCj9YhhfX11TToZcXP","Troye Sivan",7115846,"['australian pop', 'dance pop', 'pop', 'viral pop']"
"394","0b1sIQumIAsNbqAoIClSpy","j-hope",11735876,"['k-pop', 'k-rap']"
"395","6S2OmqARrzebs0tKUEyXyp","Demi Lovato",23189982,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
"396","3hv9jJF3adDNsBSIQDqcjp","Mark Ronson",974336,"['dance pop', 'pop', 'uk pop']"
"397","7K78lVZ8XzkjfRSI7570FF","José Feliciano",304851,"['bolero', 'latin pop', 'puerto rican pop']"
"398","2aYJ5LAta2ScCdfLhKgZOY","Cobra Starship",478802,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']"
"399","6cEuCEZu7PAE9ZSzLLc2oQ","R3HAB",2389551,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']"
"400","4tX2TplrkIP4v05BNC903e","Tom Petty and the Heartbreakers",2361890,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
"401","2WX2uTcsvV5OnS0inACecP","Birdy",3566150,"['pop', 'uk pop']"
