"ego_spotify_id","alter_spotify_id"
360IAlyVv4PCEVjgyMZrxK,4FCzCS0KEgb0rgySWINItO
360IAlyVv4PCEVjgyMZrxK,6nS5roXSAGhTGr34W6n7Et
360IAlyVv4PCEVjgyMZrxK,6NyJIFHAePjHR1pFxwisqz
360IAlyVv4PCEVjgyMZrxK,5WUlDfRSoLAfcVSX1WnrxN
360IAlyVv4PCEVjgyMZrxK,7CajNmpbOovFoOoasH2HaY
360IAlyVv4PCEVjgyMZrxK,7e1ICztHM2Sc4JNLxeMXYl
360IAlyVv4PCEVjgyMZrxK,6GEykX11lQqp92UVOQQCC7
360IAlyVv4PCEVjgyMZrxK,3CYrfsHEf7AZRlKUvzTnpA
360IAlyVv4PCEVjgyMZrxK,3sHS70DMNgPxRqx2fUNrRA
360IAlyVv4PCEVjgyMZrxK,6i1GVNJCyyssRwXmnaeEFH
360IAlyVv4PCEVjgyMZrxK,3ScY9CQxNLQei8Umvpx5g6
360IAlyVv4PCEVjgyMZrxK,7r2oyrNc0YjSC7hZL87V0Y
360IAlyVv4PCEVjgyMZrxK,5IcR3N7QB1j6KBL8eImZ8m
360IAlyVv4PCEVjgyMZrxK,4LKB1IkCINDDjEX8iS7glI
360IAlyVv4PCEVjgyMZrxK,7hJcb9fa4alzcOq3EaNPoG
360IAlyVv4PCEVjgyMZrxK,70kkdajctXSbqSMJbQO424
360IAlyVv4PCEVjgyMZrxK,5TYxZTjIPqKM8K8NuP9woO
360IAlyVv4PCEVjgyMZrxK,5ZS223C6JyBfXasXxrRqOk
360IAlyVv4PCEVjgyMZrxK,6M2wZ9GZgrQXHCFfjv46we
360IAlyVv4PCEVjgyMZrxK,5Mq7iqCWBzofK39FBqblNc
360IAlyVv4PCEVjgyMZrxK,5y2Xq6xcjJb2jVM54GHK3t
360IAlyVv4PCEVjgyMZrxK,6vXTefBL93Dj5IqAWq6OTv
2vm8GdHyrJh2O2MfbQFYG0,6bhs6jULtjmIFZC3hYqDqf
2vm8GdHyrJh2O2MfbQFYG0,3cR4rhS2hBWqI7rJEBacvN
2vm8GdHyrJh2O2MfbQFYG0,4hfAjEKTAFTmJvGQCGTED5
2vm8GdHyrJh2O2MfbQFYG0,6QFuGrftxjfONIARygYHIe
2vm8GdHyrJh2O2MfbQFYG0,5e1BZulIiYWPRm8yogwUYH
2vm8GdHyrJh2O2MfbQFYG0,3aBkeBhwadnWMWoVJ2CxJC
2vm8GdHyrJh2O2MfbQFYG0,5ZsFI1h6hIdQRw2ti0hz81
2vm8GdHyrJh2O2MfbQFYG0,6COz3VM06L8Ulc5Yo0EQmn
2vm8GdHyrJh2O2MfbQFYG0,6IjD7M43Yhh7iPvWz9LJi8
2vm8GdHyrJh2O2MfbQFYG0,7DWZfsW1QeigosREJORxEd
2vm8GdHyrJh2O2MfbQFYG0,7omzannyG2lfDqP5xyZo34
2vm8GdHyrJh2O2MfbQFYG0,4phGZZrJZRo4ElhRtViYdl
2vm8GdHyrJh2O2MfbQFYG0,3YdT8QvV4QvY4DfVJhxdcZ
2vm8GdHyrJh2O2MfbQFYG0,5xKp3UyavIBUsGy3DQdXeF
2vm8GdHyrJh2O2MfbQFYG0,6s22t5Y3prQHyaHWUN1R1C
2vm8GdHyrJh2O2MfbQFYG0,4DnELRuiGKqEOweUdVSslR
2vm8GdHyrJh2O2MfbQFYG0,4AapPt7H6bGH4i7chTulpI
2vm8GdHyrJh2O2MfbQFYG0,7H55rcKCfwqkyDFH9wpKM6
2vm8GdHyrJh2O2MfbQFYG0,7xuy4P5ZINJne9QNaGF3Mh
0NIIxcxNHmOoyBx03SfTCD,61677A13kBwbTfqECI65p8
0NIIxcxNHmOoyBx03SfTCD,7kFfY4UjNdNyaeUgLIEbIF
0NIIxcxNHmOoyBx03SfTCD,5NNjvY7x2gaOLQJIN6DXFh
0NIIxcxNHmOoyBx03SfTCD,5PlfkPxwCpRRWQJBxCa0By
0NIIxcxNHmOoyBx03SfTCD,24V5UY0nChKpnb1TBPJhCw
0NIIxcxNHmOoyBx03SfTCD,2mxe0TnaNL039ysAj51xPQ
0NIIxcxNHmOoyBx03SfTCD,26dSoYclwsYLMAKD3tpOr4
0NIIxcxNHmOoyBx03SfTCD,7CajNmpbOovFoOoasH2HaY
0NIIxcxNHmOoyBx03SfTCD,698hF4vcwHwPy8ltmXermq
0NIIxcxNHmOoyBx03SfTCD,5IcR3N7QB1j6KBL8eImZ8m
0NIIxcxNHmOoyBx03SfTCD,3EK3opK9Hp93HJjBPupzfg
0NIIxcxNHmOoyBx03SfTCD,1vWImodgVqIgTUkekGEfR9
0NIIxcxNHmOoyBx03SfTCD,0f2YkMXwFNJNSX7MymevKE
0NIIxcxNHmOoyBx03SfTCD,19Nvb77ZQIw8gff2ZYg3cS
0NIIxcxNHmOoyBx03SfTCD,7bXgB6jMjp9ATFy66eO08Z
0NIIxcxNHmOoyBx03SfTCD,3lLHpTOJ11tWiUNGYN14gt
0NIIxcxNHmOoyBx03SfTCD,6MKNzi38fPQCFRdWOtHqTJ
0NIIxcxNHmOoyBx03SfTCD,1CrmyEM2kVZOPl2jljIfiG
0NIIxcxNHmOoyBx03SfTCD,0Tob4H0FLtEONHU1MjpUEp
